source	target
Motor Activity	Psychomotor Performance
Motor Neurons	Motor Neuron Disease
Motor Neurons	Neuromuscular Junction
Motor Neurons, Gamma	Muscle Spindles
Motorcycles	Off-Road Motor Vehicles
Mountaineering	Altitude
Mouth	Oral Manifestations
Mouth	Surgery, Oral
Mouth Diseases	Diagnosis, Oral
Mouth Diseases	Halitosis
Mouth Diseases	Mouth Rehabilitation
Mouth Diseases	Oral Health
Mouth Diseases	Oral Manifestations
Mouth, Edentulous	Denture, Complete
Mouth, Edentulous	Oral Surgical Procedures, Preprosthetic
Mouth, Edentulous	Tooth Loss
Mouthwashes	Dentifrices
Movement	Immobilization
Movement	Kinesiology, Applied
Movement	Motion
Movement Disorders	Dyskinesias
Movement Disorders	Psychomotor Disorders
Mucocele	Ranula
Mucolipidoses	Gangliosidoses
Mucous Membrane	Administration, Mucosal
Mucus	Drainage, Postural
Multienzyme Complexes	Multifunctional Enzymes
Multiple Carboxylase Deficiency	Biotin
Multiple Myeloma	Myeloma Proteins
Multiple Organ Failure	Organ Dysfunction Scores
Multiple Sclerosis	Myelitis, Transverse
Munchausen Syndrome	Health Services Misuse
Muscimol	Receptors, GABA-A
Muscle Contraction	Muscle Fatigue
Muscle Contraction	Muscle Relaxation
Muscle Contraction	Muscle Strength
Muscle Cramp	Spasm
Muscle Relaxants, Central	Parasympatholytics
Muscle Spasticity	Spasm
Muscle Tonus	Dystonia
Muscle Tonus	Muscle Hypertonia
Muscle Tonus	Muscle Hypotonia
Muscles	Myography
Muscles	Sarcolemma
Muscles	Sarcoplasmic Reticulum
Muscular Atrophy	Muscular Disorders, Atrophic
Muscular Dystrophies	Mice, Inbred mdx
Musculoskeletal System	Musculoskeletal Development
Mushroom Poisoning	Mycotoxins
Music	Singing
Music Therapy	Acoustic Stimulation
Mustard Plant	Sinapis
Mutagenicity Tests	Carcinogenicity Tests
Mutagens	Alkylating Agents
Mutagens	DNA Adducts
Mutagens	Mutagenesis
Mutation	Antimutagenic Agents
Mutation	DNA Damage
Mutation	Mutagenesis
Mutation	Mutagens
Mutation	Polymorphism, Restriction Fragment Length
Mutation	Suppression, Genetic
Myasthenia Gravis	Thymus Hyperplasia
Mycobacterium leprae	Leprostatic Agents
Mycobacterium tuberculosis	Antitubercular Agents
Mycology	Infectious Disease Medicine
Mycoses	Antifungal Agents
Mycotoxins	Ergotism
Mycotoxins	Mushroom Poisoning
Myelitis, Transverse	Multiple Sclerosis
Myelitis, Transverse	Multiple Sclerosis, Relapsing-Remitting
Myeloma Proteins	Multiple Myeloma
Myeloproliferative Disorders	Leukemia
Myocardial Contraction	Cardiotonic Agents
Myocardial Contraction	Myocardial Stunning
Myocardial Infarction	Heart Rupture, Post-Infarction
Myofibrils	Muscle Contraction
Myotonic Dystrophy	DNA Repeat Expansion
Myotonic Dystrophy	Myotonin-Protein Kinase
Myotonic Dystrophy	Trinucleotide Repeat Expansion
Myringoplasty	Tympanoplasty
Myxedema	Scleromyxedema
NADPH-Ferrihemoprotein Reductase	Antley-Bixler Syndrome Phenotype
Occupational Groups	Occupations
Narcotics	Analgesics, Opioid
Narcotics	Opioid-Related Disorders
Narcotics	Receptors, Opioid
Nasal Bone	Rhinoplasty
Nasal Septum	Nasal Septal Perforation
National Health Programs	Government Programs
National Library of Medicine (U.S.)	Grateful Med
National Library of Medicine (U.S.)	MEDLARS
National Library of Medicine (U.S.)	Unified Medical Language System
Atrial Natriuretic Factor	Receptors, Atrial Natriuretic Factor
Naturopathy	Herbal Medicine
Nausea	Antiemetics
Nausea	Emetics
Naval Medicine	Diving
Naval Medicine	Ships
Nebulizers and Vaporizers	Administration, Inhalation
Nebulizers and Vaporizers	Administration, Intranasal
Nebulizers and Vaporizers	Aerosols
Neck	Cervical Vertebrae
Neck	Neck Muscles
Necrosis	Apoptosis
Necrosis	Pyroptosis
Necrosis	Tumor Necrosis Factor-alpha
Nematoda	Antinematodal Agents
Nematode Infections	Antinematodal Agents
Neonatology	Infant, Newborn
Neoplasm Invasiveness	Leukemic Infiltration
Neoplasm Proteins	Antigens, Neoplasm
Neoplasm Proteins	Biomarkers, Tumor
Neoplasm Staging	Nomograms
Neoplasms, Connective Tissue	Soft Tissue Neoplasms
Neoplasms, Experimental	Neoplasm Transplantation
Neoplasms, Experimental	Tumor Virus Infections
Neoplasms, Hormone-Dependent	Antineoplastic Agents, Hormonal
Neoplasms, Multiple Primary	Neoplasms, Second Primary
Neoplasms, Radiation-Induced	Leukemia, Radiation-Induced
Neoplasms, Radiation-Induced	Neoplasms, Second Primary
Paraneoplastic Endocrine Syndromes	ACTH Syndrome, Ectopic
Paraneoplastic Endocrine Syndromes	Hormones, Ectopic
Neovascularization, Pathologic	Neovascularization, Physiologic
Neovascularization, Pathologic	Vascular Remodeling
Wilms Tumor	Genes, Wilms Tumor
Wilms Tumor	WT1 Proteins
Nephrology	Kidney Diseases
Nerve Endings	Presynaptic Terminals
Nerve Fibers, Myelinated	White Matter
Nerve Growth Factors	Receptors, Nerve Growth Factor
Nervous System	Neurologic Manifestations
Neural Conduction	Action Potentials
Neural Conduction	Synaptic Transmission
Neural Inhibition	Refractory Period, Electrophysiological
Synaptic Transmission	Gap Junctions
Synaptic Transmission	Synapses
Neurasthenia	Fatigue Syndrome, Chronic
Neuritis	Optic Neuritis
Neuritis	Vestibular Neuronitis
Neurofibrils	Amyloid beta-Peptides
Neurofibrils	Neurofibrillary Tangles
Neurofibromatosis 1	Genes, Neurofibromatosis 1
Neurofibromatosis 1	LEOPARD Syndrome
Neurofibromatosis 1	Neurofibromin 1
Neurofibromatosis 1	Noonan Syndrome
Neurology	Nervous System Diseases
Neuromuscular Junction	Neuromuscular Blocking Agents
Neuromuscular Junction	Neuromuscular Depolarizing Agents
Neuromuscular Junction	Receptors, Cholinergic
Muscle Spindles	Reflex, Stretch
Neuromyelitis Optica	Aquaporin 4
Neuronal Plasticity	Cell Plasticity
Neurons	Neural Conduction
Neurons, Afferent	Sensory Receptor Cells
Neurons, Efferent	Neuroeffector Junction
Hereditary Sensory and Autonomic Neuropathies	Pain Insensitivity, Congenital
Neuropeptide Y	Receptors, Neuropeptide Y
Neuropeptides	Receptors, Neuropeptide
Neuropsychology	Neuropsychiatry
Neurosecretion	Neurosecretory Systems
Neurosecretion	Pituitary Hormone-Releasing Hormones
Neurosecretory Systems	Neuroimmunomodulation
Neurosecretory Systems	Neurosecretion
Neurosurgery	Neurosurgical Procedures
Neurotensin	Receptors, Neurotensin
Neurotoxins	Neurotransmitter Agents
Neutralization Tests	Antibodies, Neutralizing
Neutrophils	Extracellular Traps
Niemann-Pick Diseases	Sea-Blue Histiocyte Syndrome
Niemann-Pick Diseases	Sphingomyelin Phosphodiesterase
Night Care	After-Hours Care
Nipples	Nipple Aspirate Fluid
Nitric Oxide	Endothelium-Dependent Relaxing Factors
Nitric Oxide	Nitric Oxide Donors
Nitriles	Cyanides
Nitrogen	Nitrogen Isotopes
Nitrogen	Nitrogen Radioisotopes
Nitrogen Fixation	Plant Root Nodulation
Noise	Acoustic Stimulation
Noise	Hearing Loss, Noise-Induced
Terminology as Topic	Dictionaries as Topic
Noonan Syndrome	Costello Syndrome
Noonan Syndrome	LEOPARD Syndrome
Noonan Syndrome	Neurofibromatosis 1
Noonan Syndrome	Turner Syndrome
Norepinephrine	Receptors, Adrenergic
Nose	Rhinoplasty
Nostrums	Medicine, Traditional
Nostrums	Quackery
Nuclear Energy	Nuclear Reactors
Nuclear Energy	Radiation Protection
Nuclear Energy	Radioactive Waste
Magnetic Resonance Spectroscopy	Magnetic Resonance Imaging
Nuclear Medicine	Radioisotopes
Nuclear Reactors	Chernobyl Nuclear Accident
Nuclear Reactors	Nuclear Energy
Nuclear Reactors	Radioactive Hazard Release
Nuclear Warfare	Radioactive Fallout
Nucleic Acid Conformation	Polymorphism, Single-Stranded Conformational
Nucleic Acid Conformation	RNA Folding
Nucleic Acid Denaturation	RNA Stability
Nucleic Acid Heteroduplexes	Base Pair Mismatch
Nucleic Acid Heteroduplexes	Heteroduplex Analysis
Nucleic Acid Hybridization	Blotting, Southern
Nucleotides	Base Sequence
Nurseries	Child Day Care Centers
Nursing	Economics, Nursing
Nursing	Education, Nursing
Nursing	History of Nursing
Nursing	Legislation, Nursing
Nursing Records	Forms and Records Control
Nursing Theory	Models, Nursing
Nursing, Practical	Licensed Practical Nurses
Nutritional Physiological Phenomena	Diet
Nutritional Physiological Phenomena	Digestive System Physiological Phenomena
Nutritional Physiological Phenomena	Food
Nutritional Physiological Phenomena	Nutritional and Metabolic Diseases
Nutrition Disorders	Feeding Behavior
Nutritional Requirements	Food
Nystagmus, Pathologic	Electronystagmography
Nystagmus, Pathologic	Nystagmus, Physiologic
Nystagmus, Physiologic	Electronystagmography
Nystagmus, Physiologic	Nystagmus, Pathologic
Obesity	Anti-Obesity Agents
Obesity	Appetite Depressants
Obesity	Bariatrics
Obesity	Body Weight
Obesity	Diet, Reducing
Obesity	Lipectomy
Obesity	Skinfold Thickness
Obesity, Morbid	Biliopancreatic Diversion
Obesity, Morbid	Gastric Balloon
Obesity, Morbid	Gastric Bypass
Obesity, Morbid	Gastroplasty
Obesity, Morbid	Jejunoileal Bypass
Obstetrics	Obstetric Surgical Procedures
Obstetrics	Pregnancy Complications
Occult Blood	Melena
Occultism	Spiritual Therapies
Occupational Diseases	Accidents, Occupational
Occupational Medicine	Occupational Diseases
Occupational Medicine	Occupational Health Services
Occupational Medicine	Protective Devices
Occupations	Health Occupations
Occupations	Occupational Groups
Occupations	Workplace
Oceanography	Limnology
Oceanography	Submarine Medicine
Oceans and Seas	Seawater
Sphincter of Oddi	Cholangiopancreatography, Endoscopic Retrograde
Sphincter of Oddi	Sphincterotomy, Endoscopic
Sphincter of Oddi	Sphincterotomy, Transhepatic
Odontoblasts	Dentin
Odontogenesis	Tooth
Odorants	Aromatherapy
Odorants	Smell
Oils, Volatile	Aromatherapy
Ointment Bases	Ointments
Ointments	Ointment Bases
Olfactory Mucosa	Vomeronasal Organ
Oligomenorrhea	Amenorrhea
Olivopontocerebellar Atrophies	Multiple System Atrophy
Oncogenic Viruses	Tumor Virus Infections
Oocytes	In Vitro Oocyte Maturation Techniques
Oogenesis	In Vitro Oocyte Maturation Techniques
Operating Rooms	Gas Scavengers
Operations Research	Decision Theory
Operations Research	Game Theory
Operations Research	Information Theory
Endophthalmitis	Panophthalmitis
Ophthalmology	Eye Diseases
Ophthalmology	Ophthalmologic Surgical Procedures
Ophthalmology	Orthoptics
Ophthalmology	Vision, Ocular
Ophthalmoplegia	Oculomotor Nerve Diseases
Opium	Opiate Alkaloids
Opsonin Proteins	Phagocytosis
Optic Neuritis	Neuritis
Oral Health	Dental Clinics
Oral Health	Dental Health Surveys
Oral Health	Diagnosis, Oral
Oral Health	Mouth Diseases
Oral Health	Mouth Rehabilitation
Oral Hygiene	Dental Devices, Home Care
Oral Hygiene	Toothbrushing
Orbital Neoplasms	Eye Neoplasms
Orchiectomy	Orchiopexy
Organ Culture Techniques	Cells, Cultured
Organ Culture Techniques	Tissue Engineering
Organ Preservation	Tissue and Organ Harvesting
Tissue and Organ Procurement	Tissue Banks
Tissue and Organ Procurement	Tissue Donors
Tissue and Organ Procurement	Tissue and Organ Harvesting
Organizations	Societies
Organophosphorus Compounds	Cholinesterase Inhibitors
Organophosphorus Compounds	Cholinesterase Reactivators
Organophosphorus Compounds	Phosphoamino Acids
Organophosphorus Compounds	Phosphorus Compounds
Ornithine Carbamoyltransferase	Ornithine Carbamoyltransferase Deficiency Disease
Orthodontic Appliances	Dental Bonding
Orthodontics, Corrective	Crown Lengthening
Orthodontics, Corrective	Malocclusion
Orthopedics	Orthopedic Procedures
Orthopedics	Osteology
Orthopsychiatry	Mental Health
Orthoptics	Strabismus
Osmotic Pressure	Osmoregulation
Osmotic Pressure	Water-Electrolyte Balance
Osmotic Pressure	Water-Electrolyte Imbalance
Ossicular Prosthesis	Ossicular Replacement
Ossification, Heterotopic	Synostosis
Osteitis	Osteochondritis
Osteoblasts	Osteoclasts
Osteochondritis	Osteitis
Osteoclasts	Bone Resorption
Osteoclasts	Osteoblasts
Osteogenesis	Bony Callus
Osteogenesis	Osteoclasts
Osteogenesis Imperfecta	Collagen Type I
Osteogenesis Imperfecta	Dentinogenesis Imperfecta
Osteolysis, Essential	Acro-Osteolysis
Osteolysis, Essential	Hajdu-Cheney Syndrome
Osteopathic Medicine	Osteopathic Physicians
Otitis Externa	Otomycosis
Otitis Media	Lateral Sinus Thrombosis
Otolaryngology	Audiology
Otolaryngology	Nasal Surgical Procedures
Otolaryngology	Otologic Surgical Procedures
Otolaryngology	Otorhinolaryngologic Diseases
Otolaryngology	Otorhinolaryngologic Surgical Procedures
Otorhinolaryngologic Diseases	Ear Diseases
Otorhinolaryngologic Diseases	Laryngeal Diseases
Otorhinolaryngologic Diseases	Nose Diseases
Otorhinolaryngologic Diseases	Pharyngeal Diseases
Otosclerosis	Fenestration, Labyrinth
Otosclerosis	Stapes Mobilization
Outpatient Clinics, Hospital	Ambulatory Care
Outpatients	Ambulatory Care
Ovarian Cysts	Ovarian Hyperstimulation Syndrome
Ovarian Neoplasms	Krukenberg Tumor
Ovarian Neoplasms	Pseudomyxoma Peritonei
Ovary	Ovariectomy
Oviducts	Fallopian Tubes
Oviposition	Clutch Size
Oviposition	Oviparity
Ovulation Detection	Ovulation Prediction
Ovulation Induction	Ovarian Hyperstimulation Syndrome
Ovum	Ovarian Follicle
Ownership	Intellectual Property
Ownership	Practice Valuation and Purchase
Oxalates	Hyperoxaluria
Oxalates	Hyperoxaluria, Primary
Oxidation-Reduction	Antioxidants
Oxidation-Reduction	Oxidants
Oxidation-Reduction	Reducing Agents
Oxidative Phosphorylation	Uncoupling Agents
Oxides	Cyclic N-Oxides
Oxides	Cyclic P-Oxides
Oxides	Cyclic S-Oxides
Oxygen	Hyperoxia
Oxygen	Hypoxia
Oxygen	Oxygen Isotopes
Oxygen	Oxygen Radioisotopes
Oxygenators	Heart-Lung Machine
Oxytocin	Receptors, Oxytocin
Pain	Analgesia
Pain	Analgesics
Pain	Hyperalgesia
Pain	Pain Insensitivity, Congenital
Pain	Palliative Care
Pain Measurement	Pain Threshold
Pain Measurement	Sensory Thresholds
Paleodontology	Tooth
Paleontology	Mummies
Paleontology	Phylogeography
Palliative Care	Hospice and Palliative Care Nursing
Palliative Care	Pain
Palliative Care	Palliative Medicine
Pancreas	Pancreatectomy
Pancreas	Pancreaticojejunostomy
Pancreatectomy	Pancreaticojejunostomy
Pancreatic Diseases	Hyperinsulinism
Pancreatic Hormones	Receptors, Pancreatic Hormone
Pancreatic Juice	Chymotrypsin
Pancreatic Juice	Chymotrypsinogen
Pancreatic Juice	Trypsin
Pancreatic Juice	Trypsinogen
Papaver	Opium
Papillary Muscles	Chordae Tendineae
Papilledema	Ophthalmoscopy
Papilloma	Warts
Papillon-Lefevre Disease	Cathepsin C
Paraganglioma, Extra-Adrenal	Glomus Tumor
Paraphilic Disorders	Sex Offenses
Parapsychology	Spiritual Therapies
Parapsychology	Telepathy
Parasites	Anthelmintics
Parasites	Anti-Infective Agents
Parasites	Antiprotozoal Agents
Parasites	Food Parasitology
Parasites	Host-Parasite Interactions
Parasites	Parasite Load
Parasitology	Infectious Disease Medicine
Parasympathetic Nervous System	Parasympathectomy
Parasympathetic Nervous System	Parasympatholytics
Parasympathetic Nervous System	Parasympathomimetics
Parasympatholytics	Anti-Ulcer Agents
Parasympatholytics	Antiparkinson Agents
Parasympatholytics	Muscarinic Antagonists
Parasympatholytics	Muscle Relaxants, Central
Parasympathomimetics	Cholinesterase Inhibitors
Parasympathomimetics	Muscarinic Agonists
Parathyroid Glands	Parathyroidectomy
Parathyroid Hormone	Hypoparathyroidism
Parathyroid Hormone	Parathyroid Hormone-Related Protein
Parenteral Nutrition	Fat Emulsions, Intravenous
Parenteral Nutrition	Parenteral Nutrition Solutions
Parenteral Nutrition, Total	Protein Hydrolysates
Parents	Child of Impaired Parents
Parents	Parental Consent
Parents	Parental Notification
Parents	Single Parent
Parietal Cells, Gastric	Gastric Acid
Parietal Cells, Gastric	Intrinsic Factor
Parity	Gravidity
Parkinson Disease	Lewy Bodies
Partial Thromboplastin Time	Blood Coagulation
Particle Accelerators	Radiosurgery
Particle Size	Particulate Matter
Paternity	DNA Fingerprinting
Patient Admission	Patient Readmission
Patient Advocacy	Patient Rights
Patient Care Planning	Aftercare
Patient Care Planning	Community Participation
Patient Compliance	Directly Observed Therapy
Patient Compliance	Patient Dropouts
Patient Compliance	Treatment Refusal
Patient Discharge	Patient Discharge Summaries
Patient Participation	Health Literacy
Patient Participation	Patient Education as Topic
Patient Participation	Refusal to Participate
Patient Transfer	Transfer Agreement
Patients	Inpatients
Patients	Outpatients
Pediatric Assistants	Pediatric Nurse Practitioners
Pediatric Nursing	Maternal-Child Nursing
Pedigree	Genetic Privacy
Pediatric Dentistry	Dental Care for Children
Peer Review	Ethical Review
Pelger-Huet Anomaly	Lamin Type B
Pelvimetry	Pelvis
Pelvis	Pelvic Exenteration
Pelvis	Pelvic Infection
Pelvis	Pelvic Inflammatory Disease
Pelvis	Pelvimetry
Pentagastrin	Gastrointestinal Agents
Pepsinogens	Gastric Juice
Peptic Ulcer	Anti-Ulcer Agents
Peptic Ulcer	Gastrectomy
Peptic Ulcer	Peptic Ulcer Hemorrhage
Peptic Ulcer	Zollinger-Ellison Syndrome
Peptic Ulcer Hemorrhage	Peptic Ulcer
Peptide Chain Elongation, Translational	Peptide Elongation Factors
Peptide Chain Elongation, Translational	Peptidyl Transferases
Peptide Chain Elongation, Translational	Protein Synthesis Inhibitors
Peptide Chain Initiation, Translational	Codon, Initiator
Peptide Chain Initiation, Translational	Peptide Initiation Factors
Peptide Chain Initiation, Translational	Protein Synthesis Inhibitors
Peptide Chain Termination, Translational	Codon, Terminator
Peptide Chain Termination, Translational	Peptide Termination Factors
Peptide Initiation Factors	Peptide Chain Initiation, Translational
Peptide Mapping	Peptide Fragments
Peptide Biosynthesis	Protein Biosynthesis
Peptide Termination Factors	Peptide Chain Termination, Translational
Peptides	Amino Acid Sequence
Peptidyl Transferases	Peptide Chain Elongation, Translational
Peptidyl Transferases	Ribosomal Proteins
Perception	Sensation
Perceptual Distortion	Perceptual Disorders
Periapical Diseases	Dental Pulp Diseases
Periapical Periodontitis	Pulpitis
Polyarteritis Nodosa	Vasculitis, Central Nervous System
Pericardial Effusion	Cardiac Tamponade
Pericardium	Pericardiectomy
Perinatology	Fetal Diseases
Perinatology	Infant, Newborn, Diseases
Perinatology	Maternal-Child Nursing
Perinatology	Perinatal Care
Perinatology	Pregnancy Complications
Periodontal Ligament	Periodontal Attachment Loss
Periodontitis	Subgingival Curettage
Peripheral Nerves	Nerve Fibers
Peritoneal Cavity	Ascitic Fluid
